season,date,home_team,away_team,home_goals,away_goals,result,source_file,home_team_official,away_team_official,expected_result,result_is_valid
2010-11,2011-02-12,Santander,Sevilla,3,2,H,2010-11_SP1.csv,Racing Santander,Sevilla FC,H,True
2010-11,2011-02-12,Sp Gijon,Barcelona,1,1,D,2010-11_SP1.csv,Sporting Gijón,FC Barcelona,D,True
2010-11,2011-02-13,Espanol,Real Madrid,0,1,A,2010-11_SP1.csv,RCD Espanyol,Real Madrid CF,A,True
2010-11,2011-02-13,Hercules,Zaragoza,2,1,H,2010-11_SP1.csv,Hércules CF,Real Zaragoza,H,True
2010-11,2011-02-13,La Coruna,Villarreal,1,0,H,2010-11_SP1.csv,Deportivo La Coruña,Villarreal CF,H,True
2010-11,2011-02-13,Levante,Almeria,1,0,H,2010-11_SP1.csv,Levante UD,UD Almería,H,True
2010-11,2011-02-13,Malaga,Getafe,2,2,D,2010-11_SP1.csv,Málaga CF,Getafe CF,D,True
2010-11,2011-02-13,Sociedad,Osasuna,1,0,H,2010-11_SP1.csv,Real Sociedad,CA Osasuna,H,True
2010-11,2011-02-14,Mallorca,Ath Bilbao,1,0,H,2010-11_SP1.csv,RCD Mallorca,Athletic Bilbao,H,True
2010-11,2011-02-19,Real Madrid,Levante,2,0,H,2010-11_SP1.csv,Real Madrid CF,Levante UD,H,True
2010-11,2011-02-19,Valencia,Sp Gijon,0,0,D,2010-11_SP1.csv,Valencia CF,Sporting Gijón,D,True
2010-11,2011-02-19,Zaragoza,Ath Madrid,0,1,A,2010-11_SP1.csv,Real Zaragoza,Club Atlético de Madrid,A,True
2010-11,2011-02-20,Almeria,La Coruna,1,1,D,2010-11_SP1.csv,UD Almería,Deportivo La Coruña,D,True
2010-11,2011-02-20,Barcelona,Ath Bilbao,2,1,H,2010-11_SP1.csv,FC Barcelona,Athletic Bilbao,H,True
2010-11,2011-02-20,Getafe,Santander,0,1,A,2010-11_SP1.csv,Getafe CF,Racing Santander,A,True
2010-11,2011-02-20,Osasuna,Espanol,4,0,H,2010-11_SP1.csv,CA Osasuna,RCD Espanyol,H,True
2010-11,2011-02-20,Sevilla,Hercules,1,0,H,2010-11_SP1.csv,Sevilla FC,Hércules CF,H,True
2010-11,2011-02-20,Villarreal,Malaga,1,1,D,2010-11_SP1.csv,Villarreal CF,Málaga CF,D,True
2010-11,2011-02-21,Sociedad,Mallorca,1,0,H,2010-11_SP1.csv,Real Sociedad,RCD Mallorca,H,True
2010-11,2011-02-26,Ath Madrid,Sevilla,2,2,D,2010-11_SP1.csv,Club Atlético de Madrid,Sevilla FC,D,True
2010-11,2011-02-26,Espanol,Sociedad,4,1,H,2010-11_SP1.csv,RCD Espanyol,Real Sociedad,H,True
2010-11,2011-02-26,La Coruna,Real Madrid,0,0,D,2010-11_SP1.csv,Deportivo La Coruña,Real Madrid CF,D,True
2010-11,2011-02-26,Mallorca,Barcelona,0,3,A,2010-11_SP1.csv,RCD Mallorca,FC Barcelona,A,True
2010-11,2011-02-26,Sp Gijon,Zaragoza,0,0,D,2010-11_SP1.csv,Sporting Gijón,Real Zaragoza,D,True
2010-11,2011-02-27,Ath Bilbao,Valencia,1,2,A,2010-11_SP1.csv,Athletic Bilbao,Valencia CF,A,True
2010-11,2011-02-27,Hercules,Getafe,0,0,D,2010-11_SP1.csv,Hércules CF,Getafe CF,D,True
2010-11,2011-02-27,Levante,Osasuna,2,1,H,2010-11_SP1.csv,Levante UD,CA Osasuna,H,True
2010-11,2011-02-27,Santander,Villarreal,2,2,D,2010-11_SP1.csv,Racing Santander,Villarreal CF,D,True
2010-11,2011-02-28,Malaga,Almeria,3,1,H,2010-11_SP1.csv,Málaga CF,UD Almería,H,True
2010-11,2011-03-01,Espanol,Mallorca,1,2,A,2010-11_SP1.csv,RCD Espanyol,RCD Mallorca,A,True
2010-11,2011-03-01,Sevilla,Sp Gijon,3,0,H,2010-11_SP1.csv,Sevilla FC,Sporting Gijón,H,True
2010-11,2011-03-02,Getafe,Ath Madrid,1,1,D,2010-11_SP1.csv,Getafe CF,Club Atlético de Madrid,D,True
2010-11,2011-03-02,Osasuna,La Coruna,0,0,D,2010-11_SP1.csv,CA Osasuna,Deportivo La Coruña,D,True
2010-11,2011-03-02,Sociedad,Levante,1,1,D,2010-11_SP1.csv,Real Sociedad,Levante UD,D,True
2010-11,2011-03-02,Valencia,Barcelona,0,1,A,2010-11_SP1.csv,Valencia CF,FC Barcelona,A,True
2010-11,2011-03-02,Villarreal,Hercules,1,0,H,2010-11_SP1.csv,Villarreal CF,Hércules CF,H,True
2010-11,2011-03-02,Zaragoza,Ath Bilbao,2,1,H,2010-11_SP1.csv,Real Zaragoza,Athletic Bilbao,H,True
2010-11,2011-03-03,Almeria,Santander,1,1,D,2010-11_SP1.csv,UD Almería,Racing Santander,D,True
2010-11,2011-03-03,Real Madrid,Malaga,7,0,H,2010-11_SP1.csv,Real Madrid CF,Málaga CF,H,True
2010-11,2011-03-05,Ath Madrid,Villarreal,3,1,H,2010-11_SP1.csv,Club Atlético de Madrid,Villarreal CF,H,True
2010-11,2011-03-05,Barcelona,Zaragoza,1,0,H,2010-11_SP1.csv,FC Barcelona,Real Zaragoza,H,True
2010-11,2011-03-05,Mallorca,Valencia,1,2,A,2010-11_SP1.csv,RCD Mallorca,Valencia CF,A,True
2010-11,2011-03-06,Ath Bilbao,Sevilla,2,0,H,2010-11_SP1.csv,Athletic Bilbao,Sevilla FC,H,True
2010-11,2011-03-06,Hercules,Almeria,1,2,A,2010-11_SP1.csv,Hércules CF,UD Almería,A,True
2010-11,2011-03-06,Levante,Espanol,1,0,H,2010-11_SP1.csv,Levante UD,RCD Espanyol,H,True
2010-11,2011-03-06,Malaga,Osasuna,0,1,A,2010-11_SP1.csv,Málaga CF,CA Osasuna,A,True
2010-11,2011-03-06,Santander,Real Madrid,1,3,A,2010-11_SP1.csv,Racing Santander,Real Madrid CF,A,True
2010-11,2011-03-06,Sp Gijon,Getafe,2,0,H,2010-11_SP1.csv,Sporting Gijón,Getafe CF,H,True
2010-11,2011-03-07,La Coruna,Sociedad,2,1,H,2010-11_SP1.csv,Deportivo La Coruña,Real Sociedad,H,True
2010-11,2011-03-12,Almeria,Ath Madrid,2,2,D,2010-11_SP1.csv,UD Almería,Club Atlético de Madrid,D,True
2010-11,2011-03-12,Real Madrid,Hercules,2,0,H,2010-11_SP1.csv,Real Madrid CF,Hércules CF,H,True
2010-11,2011-03-12,Zaragoza,Valencia,4,0,H,2010-11_SP1.csv,Real Zaragoza,Valencia CF,H,True
2010-11,2011-03-13,Espanol,La Coruna,2,0,H,2010-11_SP1.csv,RCD Espanyol,Deportivo La Coruña,H,True
2010-11,2011-03-13,Levante,Mallorca,1,1,D,2010-11_SP1.csv,Levante UD,RCD Mallorca,D,True
2010-11,2011-03-13,Osasuna,Santander,3,1,H,2010-11_SP1.csv,CA Osasuna,Racing Santander,H,True
2010-11,2011-03-13,Sevilla,Barcelona,1,1,D,2010-11_SP1.csv,Sevilla FC,FC Barcelona,D,True
2010-11,2011-03-13,Sociedad,Malaga,0,2,A,2010-11_SP1.csv,Real Sociedad,Málaga CF,A,True
2010-11,2011-03-13,Villarreal,Sp Gijon,1,1,D,2010-11_SP1.csv,Villarreal CF,Sporting Gijón,D,True
2010-11,2011-03-14,Getafe,Ath Bilbao,2,2,D,2010-11_SP1.csv,Getafe CF,Athletic Bilbao,D,True
2010-11,2011-03-19,Ath Madrid,Real Madrid,1,2,A,2010-11_SP1.csv,Club Atlético de Madrid,Real Madrid CF,A,True
2010-11,2011-03-19,Barcelona,Getafe,2,1,H,2010-11_SP1.csv,FC Barcelona,Getafe CF,H,True
2010-11,2011-03-19,Mallorca,Zaragoza,1,0,H,2010-11_SP1.csv,RCD Mallorca,Real Zaragoza,H,True
2010-11,2011-03-20,Ath Bilbao,Villarreal,0,1,A,2010-11_SP1.csv,Athletic Bilbao,Villarreal CF,A,True
2010-11,2011-03-20,Hercules,Osasuna,0,4,A,2010-11_SP1.csv,Hércules CF,CA Osasuna,A,True
2010-11,2011-03-20,La Coruna,Levante,0,1,A,2010-11_SP1.csv,Deportivo La Coruña,Levante UD,A,True
2010-11,2011-03-20,Malaga,Espanol,2,0,H,2010-11_SP1.csv,Málaga CF,RCD Espanyol,H,True
2010-11,2011-03-20,Santander,Sociedad,2,1,H,2010-11_SP1.csv,Racing Santander,Real Sociedad,H,True
2010-11,2011-03-20,Sp Gijon,Almeria,1,0,H,2010-11_SP1.csv,Sporting Gijón,UD Almería,H,True
2010-11,2011-03-20,Valencia,Sevilla,0,1,A,2010-11_SP1.csv,Valencia CF,Sevilla FC,A,True
2010-11,2011-04-02,Getafe,Valencia,2,4,A,2010-11_SP1.csv,Getafe CF,Valencia CF,A,True
2010-11,2011-04-02,Real Madrid,Sp Gijon,0,1,A,2010-11_SP1.csv,Real Madrid CF,Sporting Gijón,A,True
2010-11,2011-04-02,Villarreal,Barcelona,0,1,A,2010-11_SP1.csv,Villarreal CF,FC Barcelona,A,True
2010-11,2011-04-03,Espanol,Santander,1,2,A,2010-11_SP1.csv,RCD Espanyol,Racing Santander,A,True
2010-11,2011-04-03,La Coruna,Mallorca,2,1,H,2010-11_SP1.csv,Deportivo La Coruña,RCD Mallorca,H,True
2010-11,2011-04-03,Levante,Malaga,3,1,H,2010-11_SP1.csv,Levante UD,Málaga CF,H,True
2010-11,2011-04-03,Osasuna,Ath Madrid,2,3,A,2010-11_SP1.csv,CA Osasuna,Club Atlético de Madrid,A,True
2010-11,2011-04-03,Sevilla,Zaragoza,3,1,H,2010-11_SP1.csv,Sevilla FC,Real Zaragoza,H,True
2010-11,2011-04-03,Sociedad,Hercules,1,3,A,2010-11_SP1.csv,Real Sociedad,Hércules CF,A,True
2010-11,2011-04-04,Almeria,Ath Bilbao,1,3,A,2010-11_SP1.csv,UD Almería,Athletic Bilbao,A,True
2010-11,2011-04-09,Ath Bilbao,Real Madrid,0,3,A,2010-11_SP1.csv,Athletic Bilbao,Real Madrid CF,A,True
2010-11,2011-04-09,Barcelona,Almeria,3,1,H,2010-11_SP1.csv,FC Barcelona,UD Almería,H,True
2010-11,2011-04-09,Mallorca,Sevilla,2,2,D,2010-11_SP1.csv,RCD Mallorca,Sevilla FC,D,True
2010-11,2011-04-10,Ath Madrid,Sociedad,3,0,H,2010-11_SP1.csv,Club Atlético de Madrid,Real Sociedad,H,True
2010-11,2011-04-10,Hercules,Espanol,0,0,D,2010-11_SP1.csv,Hércules CF,RCD Espanyol,D,True
2010-11,2011-04-10,Malaga,La Coruna,0,0,D,2010-11_SP1.csv,Málaga CF,Deportivo La Coruña,D,True
2010-11,2011-04-10,Santander,Levante,1,1,D,2010-11_SP1.csv,Racing Santander,Levante UD,D,True
2010-11,2011-04-10,Sp Gijon,Osasuna,1,0,H,2010-11_SP1.csv,Sporting Gijón,CA Osasuna,H,True
2010-11,2011-04-10,Valencia,Villarreal,5,0,H,2010-11_SP1.csv,Valencia CF,Villarreal CF,H,True
2010-11,2011-04-11,Zaragoza,Getafe,2,1,H,2010-11_SP1.csv,Real Zaragoza,Getafe CF,H,True
2010-11,2011-04-16,Almeria,Valencia,0,3,A,2010-11_SP1.csv,UD Almería,Valencia CF,A,True
2010-11,2011-04-16,Getafe,Sevilla,1,0,H,2010-11_SP1.csv,Getafe CF,Sevilla FC,H,True
2010-11,2011-04-16,Malaga,Mallorca,3,0,H,2010-11_SP1.csv,Málaga CF,RCD Mallorca,H,True
2010-11,2011-04-16,Real Madrid,Barcelona,1,1,D,2010-11_SP1.csv,Real Madrid CF,FC Barcelona,D,True
2010-11,2011-04-17,Espanol,Ath Madrid,2,2,D,2010-11_SP1.csv,RCD Espanyol,Club Atlético de Madrid,D,True
2010-11,2011-04-17,La Coruna,Santander,2,0,H,2010-11_SP1.csv,Deportivo La Coruña,Racing Santander,H,True
2010-11,2011-04-17,Levante,Hercules,2,1,H,2010-11_SP1.csv,Levante UD,Hércules CF,H,True
2010-11,2011-04-17,Osasuna,Ath Bilbao,1,2,A,2010-11_SP1.csv,CA Osasuna,Athletic Bilbao,A,True
2010-11,2011-04-17,Sociedad,Sp Gijon,2,1,H,2010-11_SP1.csv,Real Sociedad,Sporting Gijón,H,True
2010-11,2011-04-18,Villarreal,Zaragoza,1,0,H,2010-11_SP1.csv,Villarreal CF,Real Zaragoza,H,True
2010-11,2011-04-23,Ath Bilbao,Sociedad,2,1,H,2010-11_SP1.csv,Athletic Bilbao,Real Sociedad,H,True
2010-11,2011-04-23,Barcelona,Osasuna,2,0,H,2010-11_SP1.csv,FC Barcelona,CA Osasuna,H,True
2010-11,2011-04-23,Valencia,Real Madrid,3,6,A,2010-11_SP1.csv,Valencia CF,Real Madrid CF,A,True
2010-11,2011-04-24,Ath Madrid,Levante,4,1,H,2010-11_SP1.csv,Club Atlético de Madrid,Levante UD,H,True
2010-11,2011-04-24,Hercules,La Coruna,1,0,H,2010-11_SP1.csv,Hércules CF,Deportivo La Coruña,H,True
2010-11,2011-04-24,Mallorca,Getafe,2,0,H,2010-11_SP1.csv,RCD Mallorca,Getafe CF,H,True
2010-11,2011-04-24,Santander,Malaga,1,2,A,2010-11_SP1.csv,Racing Santander,Málaga CF,A,True
2010-11,2011-04-24,Sevilla,Villarreal,3,2,H,2010-11_SP1.csv,Sevilla FC,Villarreal CF,H,True
2010-11,2011-04-24,Sp Gijon,Espanol,1,0,H,2010-11_SP1.csv,Sporting Gijón,RCD Espanyol,H,True
2010-11,2011-04-25,Zaragoza,Almeria,1,0,H,2010-11_SP1.csv,Real Zaragoza,UD Almería,H,True
2010-11,2011-04-30,La Coruna,Ath Madrid,0,1,A,2010-11_SP1.csv,Deportivo La Coruña,Club Atlético de Madrid,A,True
2010-11,2011-04-30,Real Madrid,Zaragoza,2,3,A,2010-11_SP1.csv,Real Madrid CF,Real Zaragoza,A,True
2010-11,2011-04-30,Sociedad,Barcelona,2,1,H,2010-11_SP1.csv,Real Sociedad,FC Barcelona,H,True
2010-11,2011-05-01,Almeria,Sevilla,0,1,A,2010-11_SP1.csv,UD Almería,Sevilla FC,A,True
2010-11,2011-05-01,Levante,Sp Gijon,0,0,D,2010-11_SP1.csv,Levante UD,Sporting Gijón,D,True
2010-11,2011-05-01,Malaga,Hercules,3,1,H,2010-11_SP1.csv,Málaga CF,Hércules CF,H,True
2010-11,2011-05-01,Osasuna,Valencia,1,0,H,2010-11_SP1.csv,CA Osasuna,Valencia CF,H,True
2010-11,2011-05-01,Santander,Mallorca,2,0,H,2010-11_SP1.csv,Racing Santander,RCD Mallorca,H,True
2010-11,2011-05-01,Villarreal,Getafe,2,1,H,2010-11_SP1.csv,Villarreal CF,Getafe CF,H,True
2010-11,2011-05-02,Espanol,Ath Bilbao,2,1,H,2010-11_SP1.csv,RCD Espanyol,Athletic Bilbao,H,True
2010-11,2011-05-07,Ath Bilbao,Levante,3,2,H,2010-11_SP1.csv,Athletic Bilbao,Levante UD,H,True
2010-11,2011-05-07,Ath Madrid,Malaga,0,3,A,2010-11_SP1.csv,Club Atlético de Madrid,Málaga CF,A,True
2010-11,2011-05-07,Getafe,Almeria,2,0,H,2010-11_SP1.csv,Getafe CF,UD Almería,H,True
2010-11,2011-05-07,Hercules,Santander,2,3,A,2010-11_SP1.csv,Hércules CF,Racing Santander,A,True
2010-11,2011-05-07,Sevilla,Real Madrid,2,6,A,2010-11_SP1.csv,Sevilla FC,Real Madrid CF,A,True
2010-11,2011-05-07,Sp Gijon,La Coruna,2,2,D,2010-11_SP1.csv,Sporting Gijón,Deportivo La Coruña,D,True
2010-11,2011-05-07,Valencia,Sociedad,3,0,H,2010-11_SP1.csv,Valencia CF,Real Sociedad,H,True
2010-11,2011-05-08,Barcelona,Espanol,2,0,H,2010-11_SP1.csv,FC Barcelona,RCD Espanyol,H,True
2010-11,2011-05-08,Mallorca,Villarreal,0,0,D,2010-11_SP1.csv,RCD Mallorca,Villarreal CF,D,True
2010-11,2011-05-08,Zaragoza,Osasuna,1,3,A,2010-11_SP1.csv,Real Zaragoza,CA Osasuna,A,True
2010-11,2011-05-10,La Coruna,Ath Bilbao,2,1,H,2010-11_SP1.csv,Deportivo La Coruña,Athletic Bilbao,H,True
2010-11,2011-05-10,Malaga,Sp Gijon,2,0,H,2010-11_SP1.csv,Málaga CF,Sporting Gijón,H,True
2010-11,2011-05-10,Real Madrid,Getafe,4,0,H,2010-11_SP1.csv,Real Madrid CF,Getafe CF,H,True
2010-11,2011-05-10,Santander,Ath Madrid,2,1,H,2010-11_SP1.csv,Racing Santander,Club Atlético de Madrid,H,True
2010-11,2011-05-11,Almeria,Villarreal,0,0,D,2010-11_SP1.csv,UD Almería,Villarreal CF,D,True
2010-11,2011-05-11,Espanol,Valencia,2,2,D,2010-11_SP1.csv,RCD Espanyol,Valencia CF,D,True
2010-11,2011-05-11,Hercules,Mallorca,2,2,D,2010-11_SP1.csv,Hércules CF,RCD Mallorca,D,True
2010-11,2011-05-11,Levante,Barcelona,1,1,D,2010-11_SP1.csv,Levante UD,FC Barcelona,D,True
2010-11,2011-05-11,Osasuna,Sevilla,3,2,H,2010-11_SP1.csv,CA Osasuna,Sevilla FC,H,True
2010-11,2011-05-11,Sociedad,Zaragoza,2,1,H,2010-11_SP1.csv,Real Sociedad,Real Zaragoza,H,True
2010-11,2011-05-15,Almeria,Mallorca,3,1,H,2010-11_SP1.csv,UD Almería,RCD Mallorca,H,True
2010-11,2011-05-15,Ath Bilbao,Malaga,1,1,D,2010-11_SP1.csv,Athletic Bilbao,Málaga CF,D,True
2010-11,2011-05-15,Ath Madrid,Hercules,2,1,H,2010-11_SP1.csv,Club Atlético de Madrid,Hércules CF,H,True
2010-11,2011-05-15,Barcelona,La Coruna,0,0,D,2010-11_SP1.csv,FC Barcelona,Deportivo La Coruña,D,True
2010-11,2011-05-15,Getafe,Osasuna,2,0,H,2010-11_SP1.csv,Getafe CF,CA Osasuna,H,True
2010-11,2011-05-15,Sevilla,Sociedad,3,1,H,2010-11_SP1.csv,Sevilla FC,Real Sociedad,H,True
2010-11,2011-05-15,Sp Gijon,Santander,2,1,H,2010-11_SP1.csv,Sporting Gijón,Racing Santander,H,True
2010-11,2011-05-15,Valencia,Levante,0,0,D,2010-11_SP1.csv,Valencia CF,Levante UD,D,True
2010-11,2011-05-15,Villarreal,Real Madrid,1,3,A,2010-11_SP1.csv,Villarreal CF,Real Madrid CF,A,True
2010-11,2011-05-15,Zaragoza,Espanol,1,0,H,2010-11_SP1.csv,Real Zaragoza,RCD Espanyol,H,True
2010-11,2011-05-21,Espanol,Sevilla,2,3,A,2010-11_SP1.csv,RCD Espanyol,Sevilla FC,A,True
2010-11,2011-05-21,Hercules,Sp Gijon,0,0,D,2010-11_SP1.csv,Hércules CF,Sporting Gijón,D,True
2010-11,2011-05-21,La Coruna,Valencia,0,2,A,2010-11_SP1.csv,Deportivo La Coruña,Valencia CF,A,True
2010-11,2011-05-21,Levante,Zaragoza,1,2,A,2010-11_SP1.csv,Levante UD,Real Zaragoza,A,True
2010-11,2011-05-21,Malaga,Barcelona,1,3,A,2010-11_SP1.csv,Málaga CF,FC Barcelona,A,True
2010-11,2011-05-21,Mallorca,Ath Madrid,3,4,A,2010-11_SP1.csv,RCD Mallorca,Club Atlético de Madrid,A,True
2010-11,2011-05-21,Osasuna,Villarreal,1,0,H,2010-11_SP1.csv,CA Osasuna,Villarreal CF,H,True
2010-11,2011-05-21,Real Madrid,Almeria,8,1,H,2010-11_SP1.csv,Real Madrid CF,UD Almería,H,True
2010-11,2011-05-21,Santander,Ath Bilbao,1,2,A,2010-11_SP1.csv,Racing Santander,Athletic Bilbao,A,True
2010-11,2011-05-21,Sociedad,Getafe,1,1,D,2010-11_SP1.csv,Real Sociedad,Getafe CF,D,True
2011-12,2011-08-27,Granada,Betis,0,1,A,2011-12_SP1.csv,Granada CF,Real Betis Balompié,A,True
2011-12,2011-08-27,Sp Gijon,Sociedad,1,2,A,2011-12_SP1.csv,Sporting Gijón,Real Sociedad,A,True
2011-12,2011-08-27,Valencia,Santander,4,3,H,2011-12_SP1.csv,Valencia CF,Racing Santander,H,True
2011-12,2011-08-28,Ath Bilbao,Vallecano,1,1,D,2011-12_SP1.csv,Athletic Bilbao,Rayo Vallecano,D,True
2011-12,2011-08-28,Ath Madrid,Osasuna,0,0,D,2011-12_SP1.csv,Club Atlético de Madrid,CA Osasuna,D,True
2011-12,2011-08-28,Getafe,Levante,1,1,D,2011-12_SP1.csv,Getafe CF,Levante UD,D,True
2011-12,2011-08-28,Mallorca,Espanol,1,0,H,2011-12_SP1.csv,RCD Mallorca,RCD Espanyol,H,True
2011-12,2011-08-28,Sevilla,Malaga,2,1,H,2011-12_SP1.csv,Sevilla FC,Málaga CF,H,True
2011-12,2011-08-28,Zaragoza,Real Madrid,0,6,A,2011-12_SP1.csv,Real Zaragoza,Real Madrid CF,A,True
2011-12,2011-08-29,Barcelona,Villarreal,5,0,H,2011-12_SP1.csv,FC Barcelona,Villarreal CF,H,True
2011-12,2011-09-10,Real Madrid,Getafe,4,2,H,2011-12_SP1.csv,Real Madrid CF,Getafe CF,H,True
2011-12,2011-09-10,Sociedad,Barcelona,2,2,D,2011-12_SP1.csv,Real Sociedad,FC Barcelona,D,True
2011-12,2011-09-10,Valencia,Ath Madrid,1,0,H,2011-12_SP1.csv,Valencia CF,Club Atlético de Madrid,H,True
2011-12,2011-09-10,Villarreal,Sevilla,2,2,D,2011-12_SP1.csv,Villarreal CF,Sevilla FC,D,True
2011-12,2011-09-11,Betis,Mallorca,1,0,H,2011-12_SP1.csv,Real Betis Balompié,RCD Mallorca,H,True
2011-12,2011-09-11,Espanol,Ath Bilbao,2,1,H,2011-12_SP1.csv,RCD Espanyol,Athletic Bilbao,H,True
2011-12,2011-09-11,Osasuna,Sp Gijon,2,1,H,2011-12_SP1.csv,CA Osasuna,Sporting Gijón,H,True
2011-12,2011-09-11,Santander,Levante,0,0,D,2011-12_SP1.csv,Racing Santander,Levante UD,D,True
2011-12,2011-09-11,Vallecano,Zaragoza,0,0,D,2011-12_SP1.csv,Rayo Vallecano,Real Zaragoza,D,True
2011-12,2011-09-12,Malaga,Granada,4,0,H,2011-12_SP1.csv,Málaga CF,Granada CF,H,True
2011-12,2011-09-17,Barcelona,Osasuna,8,0,H,2011-12_SP1.csv,FC Barcelona,CA Osasuna,H,True
2011-12,2011-09-17,Granada,Villarreal,1,0,H,2011-12_SP1.csv,Granada CF,Villarreal CF,H,True
2011-12,2011-09-17,Mallorca,Malaga,0,1,A,2011-12_SP1.csv,RCD Mallorca,Málaga CF,A,True
2011-12,2011-09-17,Sevilla,Sociedad,1,0,H,2011-12_SP1.csv,Sevilla FC,Real Sociedad,H,True
2011-12,2011-09-17,Sp Gijon,Valencia,0,1,A,2011-12_SP1.csv,Sporting Gijón,Valencia CF,A,True
2011-12,2011-09-18,Ath Bilbao,Betis,2,3,A,2011-12_SP1.csv,Athletic Bilbao,Real Betis Balompié,A,True
2011-12,2011-09-18,Ath Madrid,Santander,4,0,H,2011-12_SP1.csv,Club Atlético de Madrid,Racing Santander,H,True
2011-12,2011-09-18,Getafe,Vallecano,0,1,A,2011-12_SP1.csv,Getafe CF,Rayo Vallecano,A,True
2011-12,2011-09-18,Levante,Real Madrid,1,0,H,2011-12_SP1.csv,Levante UD,Real Madrid CF,H,True
2011-12,2011-09-18,Zaragoza,Espanol,2,1,H,2011-12_SP1.csv,Real Zaragoza,RCD Espanyol,H,True
2011-12,2011-09-20,Osasuna,Sevilla,0,0,D,2011-12_SP1.csv,CA Osasuna,Sevilla FC,D,True
2011-12,2011-09-20,Sociedad,Granada,1,0,H,2011-12_SP1.csv,Real Sociedad,Granada CF,H,True
2011-12,2011-09-20,Villarreal,Mallorca,2,0,H,2011-12_SP1.csv,Villarreal CF,RCD Mallorca,H,True
2011-12,2011-09-21,Ath Madrid,Sp Gijon,4,0,H,2011-12_SP1.csv,Club Atlético de Madrid,Sporting Gijón,H,True
2011-12,2011-09-21,Malaga,Ath Bilbao,1,0,H,2011-12_SP1.csv,Málaga CF,Athletic Bilbao,H,True
2011-12,2011-09-21,Santander,Real Madrid,0,0,D,2011-12_SP1.csv,Racing Santander,Real Madrid CF,D,True
2011-12,2011-09-21,Valencia,Barcelona,2,2,D,2011-12_SP1.csv,Valencia CF,FC Barcelona,D,True
2011-12,2011-09-21,Vallecano,Levante,1,2,A,2011-12_SP1.csv,Rayo Vallecano,Levante UD,A,True
2011-12,2011-09-22,Betis,Zaragoza,4,3,H,2011-12_SP1.csv,Real Betis Balompié,Real Zaragoza,H,True
2011-12,2011-09-22,Espanol,Getafe,1,0,H,2011-12_SP1.csv,RCD Espanyol,Getafe CF,H,True
2011-12,2011-09-24,Ath Bilbao,Villarreal,1,1,D,2011-12_SP1.csv,Athletic Bilbao,Villarreal CF,D,True
2011-12,2011-09-24,Barcelona,Ath Madrid,5,0,H,2011-12_SP1.csv,FC Barcelona,Club Atlético de Madrid,H,True
2011-12,2011-09-24,Real Madrid,Vallecano,6,2,H,2011-12_SP1.csv,Real Madrid CF,Rayo Vallecano,H,True
2011-12,2011-09-24,Sevilla,Valencia,1,0,H,2011-12_SP1.csv,Sevilla FC,Valencia CF,H,True
2011-12,2011-09-25,Granada,Osasuna,1,1,D,2011-12_SP1.csv,Granada CF,CA Osasuna,D,True
2011-12,2011-09-25,Levante,Espanol,3,1,H,2011-12_SP1.csv,Levante UD,RCD Espanyol,H,True
2011-12,2011-09-25,Mallorca,Sociedad,2,1,H,2011-12_SP1.csv,RCD Mallorca,Real Sociedad,H,True
2011-12,2011-09-25,Sp Gijon,Santander,0,0,D,2011-12_SP1.csv,Sporting Gijón,Racing Santander,D,True
2011-12,2011-09-25,Zaragoza,Malaga,0,0,D,2011-12_SP1.csv,Real Zaragoza,Málaga CF,D,True
2011-12,2011-09-26,Getafe,Betis,1,0,H,2011-12_SP1.csv,Getafe CF,Real Betis Balompié,H,True
2011-12,2011-10-01,Malaga,Getafe,3,2,H,2011-12_SP1.csv,Málaga CF,Getafe CF,H,True
2011-12,2011-10-01,Osasuna,Mallorca,2,2,D,2011-12_SP1.csv,CA Osasuna,RCD Mallorca,D,True
2011-12,2011-10-01,Santander,Vallecano,1,1,D,2011-12_SP1.csv,Racing Santander,Rayo Vallecano,D,True
2011-12,2011-10-01,Valencia,Granada,1,0,H,2011-12_SP1.csv,Valencia CF,Granada CF,H,True
2011-12,2011-10-01,Villarreal,Zaragoza,2,2,D,2011-12_SP1.csv,Villarreal CF,Real Zaragoza,D,True
2011-12,2011-10-02,Ath Madrid,Sevilla,0,0,D,2011-12_SP1.csv,Club Atlético de Madrid,Sevilla FC,D,True
2011-12,2011-10-02,Betis,Levante,0,1,A,2011-12_SP1.csv,Real Betis Balompié,Levante UD,A,True
2011-12,2011-10-02,Espanol,Real Madrid,0,4,A,2011-12_SP1.csv,RCD Espanyol,Real Madrid CF,A,True
2011-12,2011-10-02,Sociedad,Ath Bilbao,1,2,A,2011-12_SP1.csv,Real Sociedad,Athletic Bilbao,A,True
2011-12,2011-10-02,Sp Gijon,Barcelona,0,1,A,2011-12_SP1.csv,Sporting Gijón,FC Barcelona,A,True
2011-12,2011-10-15,Barcelona,Santander,3,0,H,2011-12_SP1.csv,FC Barcelona,Racing Santander,H,True
2011-12,2011-10-15,Getafe,Villarreal,0,0,D,2011-12_SP1.csv,Getafe CF,Villarreal CF,D,True
2011-12,2011-10-15,Granada,Ath Madrid,0,0,D,2011-12_SP1.csv,Granada CF,Club Atlético de Madrid,D,True
2011-12,2011-10-15,Mallorca,Valencia,1,1,D,2011-12_SP1.csv,RCD Mallorca,Valencia CF,D,True
